Name,Earnings,Multiplicative,Share Price,Country
Spire Global,-83.69,1000000,0.69,USA
DICE Therapeutics,-83.89,1000000,33.85,USA
KORE,-84.07,1000000,1.33,USA
Evofem Biosciences,-84.13,1000000,1.00,USA
Pharvaris,-84.35,1000000,11.62,Netherlands
Mesoblast,-84.35,1000000,3.99,Australia
Rekor Systems,-84.42,1000000,1.73,USA
Meta Materials,-84.54,1000000,0.22,Canada
Envestnet,-84.73,1000000,55.18,USA
PureCycle Technologies,-84.75,1000000,7.97,USA
Altimmune,-84.91,1000000,4.00,USA
Super League Gaming,-84.98,1000000,0.50,USA
ZhongAn Insurance,-85.28,1000000,2.94,China
Skeena Resources,-85.8,1000000,5.13,Canada
RAPT Therapeutics,-85.8,1000000,20.16,USA
CleanSpark,-86.14,1000000,3.88,USA
Immunic,-86.52,1000000,1.63,USA
BELLUS Health,-86.65,1000000,14.73,Canada
American Virtual Cloud,-86.89,1000000,0.60,USA
VectivBio,-86.95,1000000,16.90,Switzerland
Acadia Realty Trust,-87.03,1000000,14.48,USA
Cvent,-87.34,1000000,8.52,USA
MannKind Corp,-87.4,1000000,4.09,USA
Getty Images,-87.51,1000000,4.91,USA
Cara Therapeutics,-87.54,1000000,3.20,USA
Xeris Pharmaceuticals,-87.63,1000000,2.77,USA
Similarweb,-87.86,1000000,6.79,Israel
BitNile,-87.94,1000000,0.12,USA
Vera Therapeutics,-88.07,1000000,12.87,USA
SoundHound AI,-88.12,1000000,3.34,USA
Daily Journal,-88.18,1000000,281.80,USA
Scilex Holding,-88.42,1000000,7.75,USA
Cassava Sciences,-88.72,1000000,24.60,USA
Quotient,-88.79,1000000,0.38,Switzerland
Glatfelter,-88.81,1000000,3.01,USA
Ocular Therapeutix,-88.82,1000000,4.81,USA
Domo,-88.88,1000000,15.35,USA
Macerich,-88.9,1000000,11.32,USA
ESS Tech,-88.99,1000000,1.39,USA
Xilio Therapeutics,-89.15,1000000,3.00,USA
Gogoro,-89.18,1000000,3.18,Taiwan
ORIC Pharmaceuticals,-89.19,1000000,6.21,USA
Blink Charging,-89.28,1000000,6.42,USA
DFI Retail Group,-89.3,1000000,2.78,Hong Kong
Sierra Metals,-89.38,1000000,0.20,Canada
Nuvalent,-89.5,1000000,43.26,USA
Surface Oncology,-89.53,1000000,0.79,USA
Warby Parker,-89.9,1000000,11.69,USA
Gracell Biotechnologies,-89.91,1000000,4.91,China
Amarin Corporation,-89.96,1000000,1.19,Ireland
Momentus,-90.19,1000000,0.31,USA
Syros Pharmaceuticals,-90.52,1000000,3.18,USA
Cutera,-90.54,1000000,16.46,USA
ACV Auctions,-90.71,1000000,17.72,USA
T’way Air,-90.85,1000000,2.69,S. Korea
Singular Genomics Systems,-90.88,1000000,0.87,USA
Affimed,-90.9,1000000,0.72,Germany
i-80 Gold,-91.03,1000000,2.21,USA
COMPASS Pathways,-91.1,1000000,7.69,UK
YOOZOO Interactive,-91.18,1000000,3.09,China
Atlis Motor Vehicles,-91.27,1000000,0.50,USA
Eve Air Mobility,-92.17,1000000,9.84,USA
ThredUp,-92.25,1000000,2.51,USA
Amplitude,-92.59,1000000,10.97,USA
PropertyGuru,-92.84,1000000,4.53,Singapore
CTI BioPharma,-93,1000000,9.07,USA
Rapid7,-93.06,1000000,45.99,USA
Vor Biopharma,-93.42,1000000,5.07,USA
Tabcorp,-93.72,1000000,0.76,Australia
PROCEPT BioRobotics,-93.81,1000000,34.65,USA
Jfrog,-93.92,1000000,27.35,USA
Prestige Consumer Healthcare,-93.92,1000000,57.71,USA
Jabal Omar Development,-93.96,1000000,6.99,S. Arabia
Nisshin Seifun Group,-93.96,1000000,13.20,Japan
Village Farms International,-94.07,1000000,0.68,Canada
Vapotherm,-94.26,1000000,0.59,USA
Tattooed Chef,-94.26,1000000,0.62,USA
Local Bounti,-94.34,1000000,4.53,USA
Seer,-94.82,1000000,4.43,USA
Vera Bradley,-94.88,1000000,6.06,USA
nCino,-94.97,1000000,31.69,USA
Icosavax,-95.06,1000000,9.64,USA
McEwen Mining,-95.36,1000000,7.29,Canada
Athira Pharma,-95.64,1000000,2.95,USA
X4 Pharmaceuticals,-95.92,1000000,2.16,USA
TomTom,-96.04,1000000,7.68,Netherlands
Aclaris Therapeutics,-96.28,1000000,10.22,USA
R1 RCM,-96.5,1000000,17.28,USA
Allbirds,-96.58,1000000,1.33,USA
NH Hotel Group,-96.58,1000000,4.84,Spain
Rush Street Interactive,-96.84,1000000,3.12,USA
Cognyte Software,-97,1000000,5.81,Israel
Berkeley Lights,-97.03,1000000,1.20,USA
Entrada Therapeutics,-97.25,1000000,14.85,USA
Cimpress,-97.3,1000000,53.93,Ireland
Nautilus,-97.76,1000000,1.29,USA
Sangoma Technologies,-97.82,1000000,3.64,Canada
Funko,-97.89,1000000,12.55,USA
Gevo,-98.01,1000000,1.46,USA
Pardes Biosciences,-98.21,1000000,1.89,USA
AEye,-98.66,1000000,0.20,USA
ADS-TEC Energy,-98.79,1000000,6.07,Ireland
Varonis,-98.81,1000000,26.48,USA
trivago,-98.87,1000000,1.14,Germany
Stoke Therapeutics,-98.97,1000000,13.00,USA
Opthea,-99.12,1000000,3.09,Australia
FREYR Battery,-99.12,1000000,7.55,Luxembourg
Solid Biosciences,-99.28,1000000,7.01,USA
EyePoint Pharmaceuticals,-99.64,1000000,6.54,USA
Digital Domain,-99.82,1000000,0.03000,Hong Kong
DBV Technologies,-0.11,1000000000,1.97,France
UNITI,-0.11,1000000000,4.55,USA
Protolabs,-0.11,1000000000,34.65,USA
Dingdong Maicai,-0.11,1000000000,3.31,China
Youdao,-0.11,1000000000,5.22,China
Graphite Bio,-0.11,1000000000,2.77,USA
CytomX Therapeutics,-0.11,1000000000,1.55,USA
AST SpaceMobile,-0.11,1000000000,5.92,USA
Athenex,-0.11,1000000000,0.20,USA
Q2,-0.11,1000000000,29.79,USA
ZimVie,-0.11,1000000000,11.67,USA
Vornado Realty Trust,-0.11,1000000000,15.76,USA
Electra Meccanica,-0.11,1000000000,0.98,Canada
Camber Energy,-0.11,1000000000,1.03,USA
Embark Technology,-0.11,1000000000,2.83,USA
Aurinia Pharmaceuticals,-0.11,1000000000,9.63,Canada
PAVmed,-0.11,1000000000,0.43,USA
Verano Holdings,-0.11,1000000000,2.89,USA
Agora.io,-0.11,1000000000,3.46,China
Paycor,-0.11,1000000000,23.35,USA
SmartRent,-0.11,1000000000,3.25,USA
Cellectis,-0.11,1000000000,2.10,France
iRhythm,-0.11,1000000000,101.55,USA
Absci,-0.11,1000000000,1.75,USA
WalkMe,-0.11,1000000000,9.17,Israel
Nuvation Bio,-0.11,1000000000,1.76,USA
Benson Hill,-0.11,1000000000,1.03,USA
89bio,-0.11,1000000000,20.01,USA
TH International (Tims China),-0.11,1000000000,2.82,China
AVROBIO,-0.11,1000000000,1.15,USA
REE Automotive,-0.11,1000000000,0.41,Israel
KalVista Pharmaceuticals,-0.11,1000000000,9.65,USA
CymaBay Therapeutics,-0.11,1000000000,8.17,USA
BioAtla,-0.11,1000000000,3.78,USA
Olema Pharmaceuticals,-0.11,1000000000,7.84,USA
Chandra Asri Petrochemical,-0.11,1000000000,0.14,Indonesia
monday.com,-0.11,1000000000,178.81,Israel
ViewRay,-0.11,1000000000,0.47,USA
Heritage Insurance,-0.11,1000000000,4.14,USA
AnaptysBio,-0.11,1000000000,18.75,USA
Vaxart,-0.11,1000000000,0.96,USA
Broadmark Realty Capital,-0.11,1000000000,4.82,USA
Omega Therapeutics,-0.11,1000000000,7.49,USA
UroGen Pharma,-0.11,1000000000,12.00,USA
ENGIE,-0.11,1000000000,15.72,France
XOS,-0.11,1000000000,0.41,USA
Monte Rosa Therapeutics,-0.11,1000000000,7.62,USA
Enochian Biosciences,-0.11,1000000000,0.66,USA
Riskified,-0.11,1000000000,4.96,Israel
Satellogic,-0.11,1000000000,1.97,USA
Diagnosticos da America,-0.11,1000000000,2.04,Brazil
BigBear.ai,-0.11,1000000000,2.51,USA
The Manitowoc Company,-0.11,1000000000,17.75,USA
(DIA) Distribuidora Internacional de Alimentación,-0.11,1000000000,0.02000,Spain
Global Fashion Group,-0.11,1000000000,0.67,Luxembourg
TAL Education Group,-0.11,1000000000,6.52,China
SomaLogic,-0.11,1000000000,2.37,USA
TUI,-0.11,1000000000,7.64,Germany
Workiva,-0.11,1000000000,101.81,USA
4D Molecular Therapeutics,-0.12,1000000000,20.53,USA
Matterport,-0.12,1000000000,3.26,USA
Consolidated Communications,-0.12,1000000000,3.70,USA
8x8,-0.12,1000000000,3.91,USA
Lexicon Pharmaceuticals,-0.12,1000000000,2.42,USA
Precision BioSciences,-0.12,1000000000,0.66,USA
LianBio,-0.12,1000000000,2.49,USA
Tango Therapeutics,-0.12,1000000000,3.51,USA
System1,-0.12,1000000000,4.48,USA
Zuora,-0.12,1000000000,11.38,USA
Fortuna Silver Mines,-0.12,1000000000,3.32,Canada
Kaiser (China) Culture,-0.12,1000000000,0.84,China
Akero Therapeutics,-0.12,1000000000,54.60,USA
Enviva,-0.12,1000000000,11.88,USA
Avadel Pharmaceuticals,-0.12,1000000000,14.49,Ireland
Atea Pharmaceuticals,-0.12,1000000000,4.12,USA
Bumble,-0.12,1000000000,17.88,USA
Celsius Holdings,-0.12,1000000000,144.44,USA
Alcoa,-0.12,1000000000,35.62,USA
G1 Therapeutics,-0.12,1000000000,2.81,USA
VBI Vaccines,-0.12,1000000000,2.59,USA
Renren,-0.12,1000000000,1.56,China
Sutro Biopharma,-0.12,1000000000,5.10,USA
Hallmark Financial Services,-0.12,1000000000,4.35,USA
Personalis,-0.12,1000000000,2.09,USA
Veru,-0.12,1000000000,1.23,USA
FuelCell Energy,-0.12,1000000000,2.56,USA
National Express Group,-0.12,1000000000,1.45,UK
Brighthouse Financial,-0.12,1000000000,45.04,USA
Celldex Therapeutics,-0.12,1000000000,35.68,USA
Signify Health,-0.12,1000000000,30.49,USA
ProKidney,-0.12,1000000000,10.40,USA
Keros Therapeutics,-0.12,1000000000,37.79,USA
Remitly,-0.12,1000000000,18.76,USA
Workhorse Group,-0.12,1000000000,1.07,USA
Sharecare,-0.12,1000000000,1.69,USA
Aemetis,-0.12,1000000000,6.42,USA
PennantPark Investment,-0.12,1000000000,5.85,USA
Zomato,-0.12,1000000000,0.91,India
Kinnate Biopharma,-0.12,1000000000,3.40,USA
Gritstone bio,-0.12,1000000000,2.19,USA
Nkarta,-0.12,1000000000,4.87,USA
ADTRAN,-0.12,1000000000,10.74,USA
Tonix Pharmaceuticals,-0.12,1000000000,1.85,USA
Seritage Growth Properties,-0.12,1000000000,8.43,USA
Evolent Health,-0.12,1000000000,28.60,USA
DermTech,-0.13,1000000000,2.76,USA
BigCommerce,-0.13,1000000000,9.56,USA
3D Systems,-0.13,1000000000,9.44,USA
Pintec Technology,-0.13,1000000000,1.08,China
Fluent,-0.13,1000000000,0.68,USA
Sumo Logic,-0.13,1000000000,12.04,USA
Prelude Therapeutics,-0.13,1000000000,5.56,USA
Bicycle Therapeutics,-0.13,1000000000,27.24,UK
Pear Therapeutics,-0.13,1000000000,0.02920,USA
Greenlane,-0.13,1000000000,2.08,USA
FedNat Holding Company,-0.13,1000000000,0.0002000,USA
Foghorn Therapeutics,-0.13,1000000000,8.84,USA
Dave Inc.,-0.13,1000000000,5.70,USA
Danimer Scientific,-0.13,1000000000,2.90,USA
Zillow,-0.13,1000000000,46.68,USA
Pliant Therapeutics,-0.13,1000000000,22.26,USA
Ventyx Biosciences,-0.13,1000000000,31.99,USA
Glaukos,-0.13,1000000000,67.72,USA
MeiraGTx,-0.13,1000000000,7.51,USA
ANGI Homeservices,-0.13,1000000000,3.25,USA
Tenaya Therapeutics,-0.13,1000000000,6.71,USA
Mogo,-0.13,1000000000,0.70,Canada
CLEAR Secure,-0.13,1000000000,24.20,USA
Sabra Health Care REIT,-0.13,1000000000,11.90,USA
Krystal Biotech,-0.13,1000000000,121.44,USA
Provention Bio,-0.13,1000000000,24.98,USA
Acacia Research,-0.13,1000000000,4.54,USA
ALX Oncology,-0.13,1000000000,9.43,USA
sterling & wilson solar,-0.13,1000000000,3.80,India
SL Green Realty,-0.13,1000000000,26.58,USA
uniQure,-0.13,1000000000,19.45,Netherlands
Flutter Entertainment,-0.13,1000000000,95.25,Ireland
C4 Therapeutics,-0.13,1000000000,3.37,USA
Enanta Pharmaceuticals,-0.13,1000000000,24.12,USA
PhaseBio Pharmaceuticals,-0.13,1000000000,0.07010,USA
Viridian Therapeutics,-0.13,1000000000,27.12,USA
Delivery Hero,-0.13,1000000000,40.60,Germany
Forge Global,-0.13,1000000000,1.83,USA
Seagate Technology,-0.13,1000000000,64.30,Ireland
Jetblue Airways,-0.13,1000000000,8.06,USA
PagerDuty,-0.14,1000000000,22.40,USA
Sembcorp Marine,-0.14,1000000000,0.10,Singapore
Delhivery,-0.14,1000000000,4.71,India
Redwire,-0.14,1000000000,2.82,USA
Alector,-0.14,1000000000,7.47,USA
Valneva SE,-0.14,1000000000,14.66,France
Quantum-Si,-0.14,1000000000,1.46,USA
Unisys,-0.14,1000000000,4.35,USA
Sono,-0.14,1000000000,0.32,Germany
HubSpot,-0.14,1000000000,519.32,USA
Kronos Bio,-0.14,1000000000,1.64,USA
Innoviz,-0.14,1000000000,3.10,Israel
Karyopharm Therapeutics,-0.14,1000000000,2.04,USA
Lannett Company,-0.14,1000000000,0.69,USA
Tricida,-0.14,1000000000,0.11,USA
NeoGenomics,-0.14,1000000000,16.72,USA
Scholar Rock Holding,-0.14,1000000000,8.47,USA
Cronos Group,-0.14,1000000000,1.71,Canada
Bally's Corporation,-0.14,1000000000,15.04,USA
Mirum Pharmaceuticals,-0.14,1000000000,27.55,USA
Ouster,-0.14,1000000000,5.47,USA
Kura Oncology,-0.14,1000000000,10.76,USA
ViaSat,-0.14,1000000000,39.97,USA
Nextdoor,-0.14,1000000000,2.90,USA
ams AG,-0.14,1000000000,8.18,Austria
Generation Bio,-0.14,1000000000,5.09,USA
IronNet,-0.14,1000000000,0.21,USA
stem,-0.14,1000000000,5.95,USA
Bionano Genomics,-0.14,1000000000,0.71,USA
G-III Apparel Group,-0.14,1000000000,19.54,USA
Jushi Holdings,-0.14,1000000000,0.48,USA
Yatsen Holding,-0.14,1000000000,1.00,China
Xencor,-0.14,1000000000,26.49,USA
Rent the Runway,-0.14,1000000000,2.23,USA
Gap Inc.,-0.14,1000000000,9.58,USA
Health Catalyst,-0.14,1000000000,12.17,USA
Lenzing,-0.14,1000000000,61.20,Austria
Newmont,-0.14,1000000000,43.83,USA
Braze,-0.15,1000000000,42.43,USA
Protagonist Therapeutics,-0.15,1000000000,27.71,USA
Microvast,-0.15,1000000000,1.74,USA
Jamf,-0.15,1000000000,19.43,USA
AppLovin,-0.15,1000000000,23.97,USA
Geron,-0.15,1000000000,3.00,USA
LOTTE Chemical,-0.15,1000000000,137.50,S. Korea
Heliogen,-0.15,1000000000,0.24,USA
OneConnect,-0.15,1000000000,5.80,China
Membership Collective,-0.15,1000000000,6.58,UK
Akumin,-0.15,1000000000,0.29,Canada
Sonder Holdings,-0.15,1000000000,0.61,USA
Angel Oak REIT,-0.15,1000000000,7.73,USA
tuya,-0.15,1000000000,2.08,China
Atai Life Sciences,-0.15,1000000000,1.83,Germany
Burning Rock Biotech,-0.15,1000000000,2.50,China
Biolife Solutions,-0.15,1000000000,23.62,USA
Nano Dimension,-0.15,1000000000,2.51,USA
Erasca,-0.15,1000000000,2.84,USA
ACADIA Pharmaceuticals,-0.15,1000000000,24.07,USA
Alignment Healthcare,-0.15,1000000000,6.20,USA
Arrowhead Pharmaceuticals,-0.15,1000000000,35.40,USA
Swvl Holdings,-0.15,1000000000,1.14,eu UAE
Aeva Technologies,-0.15,1000000000,1.32,USA
GDS Holdings,-0.15,1000000000,13.34,China
Assura Plc,-0.15,1000000000,0.61,UK
Cogent Biosciences,-0.15,1000000000,12.14,USA
MBIA,-0.15,1000000000,8.69,USA
Secureworks,-0.15,1000000000,7.29,USA
Schrödinger,-0.15,1000000000,45.98,USA
Prime Medicine,-0.15,1000000000,14.91,USA
Novocure,-0.15,1000000000,44.21,Jersey
Borr Drilling,-0.15,1000000000,6.89,Bermuda
Zealand Pharma,-0.15,1000000000,41.24,Denmark
Evotec,-0.15,1000000000,11.66,Germany
Madison Square Garden,-0.15,1000000000,39.02,USA
AspenTech,-0.15,1000000000,167.33,USA
Prothena,-0.15,1000000000,68.43,Ireland
XD Inc.,-0.16,1000000000,2.96,China
Rocket Lab,-0.16,1000000000,5.60,USA
Porch Group,-0.16,1000000000,1.42,USA
Annexon,-0.16,1000000000,3.00,USA
Merus,-0.16,1000000000,26.15,Netherlands
The Beachbody Company,-0.16,1000000000,0.53,USA
Rockley Photonics,-0.16,1000000000,0.19,UK
Syndax Pharmaceuticals,-0.16,1000000000,20.95,USA
NanoString Technologies,-0.16,1000000000,5.02,USA
Wejo Group,-0.16,1000000000,0.04500,UK
Replimune,-0.16,1000000000,23.85,USA
TPG Capital,-0.16,1000000000,29.89,USA
Xerox,-0.16,1000000000,14.99,USA
Alkermes,-0.16,1000000000,32.19,Ireland
Adverum Biotechnologies,-0.16,1000000000,1.52,USA
Wave Life Sciences,-0.16,1000000000,3.98,Singapore
Axsome Therapeutics,-0.16,1000000000,85.00,USA
ADC Therapeutics,-0.16,1000000000,2.29,Switzerland
Splunk,-0.16,1000000000,108.02,USA
Argo Group,-0.16,1000000000,29.52,Bermuda
Hawaiian Airlines,-0.16,1000000000,9.83,USA
Party City,-0.16,1000000000,0.37,USA
Prospect Capital,-0.16,1000000000,6.23,USA
Eargo,-0.16,1000000000,5.01,USA
Relmada Therapeutics,-0.16,1000000000,2.60,USA
Quanergy Systems,-0.16,1000000000,0.07400,USA
CyberArk,-0.16,1000000000,149.52,Israel
TG Therapeutics,-0.16,1000000000,25.67,USA
Ivanhoe Electric,-0.16,1000000000,14.82,Canada
BioXcel Therapeutics,-0.16,1000000000,20.11,USA
Japan Airport Terminal,-0.16,1000000000,47.67,Japan
Kymera Therapeutics,-0.16,1000000000,25.86,USA
Hyliion,-0.16,1000000000,1.84,USA
HilleVax,-0.16,1000000000,16.74,USA
CrowdStrike,-0.16,1000000000,155.14,USA
Japan Airlines,-0.16,1000000000,21.26,Japan
Onex,-0.16,1000000000,53.64,Canada
Perfect Corp.,-0.17,1000000000,5.00,Taiwan
Latch,-0.17,1000000000,1.04,USA
Shift Technologies,-0.17,1000000000,2.10,USA
Xenon Pharmaceuticals,-0.17,1000000000,40.79,Canada
Prometheus Biosciences,-0.17,1000000000,199.92,USA
FaZe Clan,-0.17,1000000000,0.47,USA
Sarcos Technology and Robotics,-0.17,1000000000,0.48,USA
Planet Labs,-0.17,1000000000,3.36,USA
Appian,-0.17,1000000000,52.57,USA
Pegasystems,-0.17,1000000000,50.20,USA
Inhibrx,-0.17,1000000000,26.20,USA
Diebold Nixdorf,-0.17,1000000000,0.25,USA
Terran Orbital,-0.17,1000000000,1.35,USA
GOL Airlines,-0.17,1000000000,4.67,Brazil
Adaptimmune Therapeutics,-0.17,1000000000,1.02,UK
Myriad Genetics,-0.17,1000000000,22.91,USA
SelectQuote,-0.17,1000000000,1.73,USA
Coursera,-0.17,1000000000,13.06,USA
Genius Sports,-0.17,1000000000,5.66,UK
Jeju Air,-0.17,1000000000,11.52,S. Korea
Day One Biopharmaceuticals,-0.17,1000000000,13.25,USA
Fastly,-0.17,1000000000,17.19,USA
Verve Therapeutics,-0.17,1000000000,19.90,USA
Magnite,-0.17,1000000000,13.75,USA
GreenLight Biosciences,-0.17,1000000000,0.28,USA
Taysha Gene Therapies,-0.17,1000000000,0.77,USA
Starry Group,-0.17,1000000000,0.008000,USA
GrowGeneration,-0.17,1000000000,3.58,USA
Enovix,-0.17,1000000000,15.12,USA
Butterfly Network,-0.17,1000000000,2.34,USA
Sweetgreen,-0.17,1000000000,10.30,USA
Agenus,-0.17,1000000000,1.77,USA
Enstar Group,-0.17,1000000000,258.97,Bermuda
EQRx,-0.17,1000000000,1.75,USA
Li Auto,-0.17,1000000000,34.41,China
Finnair,-0.17,1000000000,0.64,Finland
Outset Medical,-0.17,1000000000,22.14,USA
Udemy,-0.17,1000000000,10.61,USA
10x Genomics,-0.17,1000000000,58.11,USA
TMC the metals company,-0.18,1000000000,1.37,Canada
New Relic,-0.18,1000000000,66.93,USA
AlloVir,-0.18,1000000000,5.30,USA
Hut 8 Mining,-0.18,1000000000,2.30,Canada
BIT Mining (500.com),-0.18,1000000000,2.51,China
Xperi,-0.18,1000000000,12.86,USA
a.k.a. Brands,-0.18,1000000000,0.47,USA
Intercept Pharmaceuticals,-0.18,1000000000,11.80,USA
Avidity Biosciences,-0.18,1000000000,12.12,USA
AppHarvest,-0.18,1000000000,0.41,USA
Spectrum Brands,-0.18,1000000000,75.13,USA
Autolus Therapeutics,-0.18,1000000000,2.89,UK
Shangri-La,-0.18,1000000000,0.82,Hong Kong
Argonaut Gold,-0.18,1000000000,0.46,USA
Prenetics,-0.18,1000000000,0.88,Hong Kong
Crinetics Pharmaceuticals,-0.18,1000000000,20.32,USA
Ballard Power Systems,-0.18,1000000000,4.58,Canada
Phreesia,-0.18,1000000000,31.79,USA
Esperion Therapeutics,-0.18,1000000000,1.42,USA
Bakkt Holdings,-0.18,1000000000,1.42,USA
NGM Biopharmaceuticals,-0.18,1000000000,3.34,USA
Wix.com,-0.18,1000000000,85.02,Israel
Transurban,-0.18,1000000000,9.94,Australia
Homepoint,-0.18,1000000000,2.31,USA
Ayr Wellness,-0.18,1000000000,0.88,USA
Cooper Standard,-0.18,1000000000,12.87,USA
LifeStance Health Group,-0.19,1000000000,8.96,USA
Rhythm Pharmaceuticals,-0.19,1000000000,18.42,USA
Cloudflare,-0.19,1000000000,67.63,USA
Audacy,-0.19,1000000000,0.09360,USA
Stronghold Digital Mining,-0.19,1000000000,4.00,USA
Heron Therapeutics,-0.19,1000000000,1.21,USA
Bausch Health,-0.19,1000000000,7.35,Canada
Huazhu Hotels,-0.19,1000000000,43.00,China
Nurix Therapeutics,-0.19,1000000000,10.89,USA
Emergent BioSolutions,-0.19,1000000000,8.42,USA
THG (The Hut Group),-0.19,1000000000,0.93,UK
Exscientia,-0.19,1000000000,7.15,UK
Manchester United,-0.19,1000000000,23.65,UK
Adaptive Biotechnologies,-0.19,1000000000,8.39,USA
Arcellx,-0.19,1000000000,35.80,USA
Upland Software,-0.19,1000000000,3.53,USA
Fluence Energy,-0.19,1000000000,26.03,USA
Deciphera Pharmaceuticals,-0.19,1000000000,14.43,USA
First Majestic Silver,-0.19,1000000000,5.57,Canada
Bolloré,-0.19,1000000000,6.05,France
Safehold,-0.2,1000000000,23.85,USA
iStar,-0.2,1000000000,7.63,USA
Guidewire Software,-0.2,1000000000,72.72,USA
Two Harbors Investment,-0.2,1000000000,14.05,USA
Workday,-0.2,1000000000,222.40,USA
Virgin Orbit,-0.2,1000000000,0.07690,USA
Groupon,-0.2,1000000000,4.93,USA
Caesars Entertainment,-0.2,1000000000,48.84,USA
Global-e,-0.2,1000000000,38.09,Israel
Sphere 3D,-0.2,1000000000,0.28,Canada
Chimera Investment Corporation,-0.2,1000000000,5.53,USA
Galapagos NV,-0.2,1000000000,42.40,Belgium
Aterian,-0.2,1000000000,0.48,USA
CURO Group,-0.2,1000000000,1.85,USA
Allegro.eu,-0.2,1000000000,7.99,Poland
BB Biotech,-0.2,1000000000,47.98,Switzerland
Offcn Education,-0.2,1000000000,0.70,China
The RealReal,-0.2,1000000000,1.60,USA
Squarespace,-0.2,1000000000,32.76,USA
Phathom Pharmaceuticals,-0.2,1000000000,12.10,USA
Buzzfeed,-0.2,1000000000,0.64,USA
Marqeta,-0.2,1000000000,4.91,USA
Tandem Diabetes Care,-0.2,1000000000,27.10,USA
Amylyx Pharmaceuticals,-0.21,1000000000,23.87,USA
Cue Health,-0.21,1000000000,0.46,USA
SpiceJet,-0.21,1000000000,0.39,India
Mersana Therapeutics,-0.21,1000000000,3.47,USA
Wolverine World Wide,-0.21,1000000000,14.14,USA
GBL,-0.21,1000000000,80.38,Belgium
UpHealth,-0.21,1000000000,1.52,USA
Akeso,-0.21,1000000000,4.79,China
JOANN,-0.21,1000000000,1.02,USA
Chinook Therapeutics,-0.21,1000000000,38.04,USA
Redwood Trust,-0.21,1000000000,6.47,USA
Immunovant,-0.21,1000000000,20.09,USA
Braves Group,-0.21,1000000000,39.73,USA
Varta,-0.21,1000000000,20.61,Germany
Symbotic,-0.21,1000000000,51.22,USA
Centessa Pharmaceuticals,-0.21,1000000000,5.68,UK
Azul,-0.22,1000000000,12.77,Brazil
Eos Energy Enterprises,-0.22,1000000000,3.34,USA
RattanIndia Power,-0.22,1000000000,0.05000,India
GitLab,-0.22,1000000000,51.24,USA
Twist Bioscience,-0.22,1000000000,18.31,USA
Jumia,-0.22,1000000000,3.67,Germany
EVgo,-0.22,1000000000,4.39,USA
Fortress Biotech,-0.22,1000000000,0.71,USA
Amicus Therapeutics,-0.22,1000000000,13.09,USA
Praxis Precision Medicines,-0.22,1000000000,1.07,USA
Paytm,-0.22,1000000000,10.93,India
LivePerson,-0.22,1000000000,3.66,USA
Clovis Oncology,-0.22,1000000000,0.08120,USA
Cerence,-0.22,1000000000,35.09,USA
Elastic NV,-0.23,1000000000,66.39,USA
Zentalis Pharmaceuticals,-0.23,1000000000,27.62,USA
Smartsheet,-0.23,1000000000,42.01,USA
AUTO1,-0.23,1000000000,9.14,Germany
HUTCHMED,-0.23,1000000000,13.91,Hong Kong
IVERIC bio,-0.23,1000000000,38.69,USA
Instil Bio,-0.23,1000000000,0.55,USA
BioCryst Pharmaceuticals,-0.23,1000000000,7.41,USA
BlackBerry,-0.23,1000000000,5.10,Canada
Wallbox,-0.23,1000000000,3.19,Spain
Maxeon Solar Technologies,-0.23,1000000000,27.89,Singapore
Editas Medicine,-0.23,1000000000,8.82,USA
Invivyd,-0.23,1000000000,1.23,USA
Mesa Air,-0.23,1000000000,2.57,USA
DoubleUGames,-0.23,1000000000,33.33,S. Korea
IGM Biosciences,-0.23,1000000000,9.66,USA
Intra-Cellular Therapies,-0.23,1000000000,63.95,USA
Gossamer Bio,-0.23,1000000000,1.44,USA
ARMOUR Residential REIT,-0.23,1000000000,5.20,USA
Zur Rose Group,-0.24,1000000000,39.30,Switzerland
Maple Leaf Foods,-0.24,1000000000,19.81,Canada
HEXO,-0.24,1000000000,0.75,Canada
Mail.ru Group,-0.24,1000000000,2.19,Cyprus
easyJet,-0.24,1000000000,6.48,UK
Freshworks,-0.24,1000000000,16.72,USA
ImmunoGen,-0.24,1000000000,18.44,USA
New York Mortgage Trust,-0.24,1000000000,9.94,USA
Rocket Pharmaceuticals,-0.24,1000000000,21.90,USA
Proterra,-0.24,1000000000,1.30,USA
Endeavor Group,-0.24,1000000000,22.33,USA
Kemper,-0.24,1000000000,45.83,USA
Coherus BioSciences,-0.24,1000000000,4.13,USA
iRobot,-0.25,1000000000,51.00,USA
