Name,Earnings,Market Cap,Revenue,Share Price,Country
Aeroporto G. Marconi Bologna,40780000,330000000,100000000,9.2,Italy
Avantax,40760000,870000000,770000000,22.73,USA
Jagran Prakashan,40740000,210000000,220000000,1,India
Edelweiss Financial Services,40670000,590000000,510000000,0.63,India
Sohu.com,40600000,390000000,730000000,11.76,China
Martin Midstream Partners,40570000,87550000,980000000,2.25,USA
PubMatic,40520000,990000000,250000000,19.08,USA
Zydus Wellness,40120000,1160000000,270000000,18.31,India
Power Mech Projects,40080000,590000000,410000000,39.91,India
Airports of Thailand,40070000,29430000000,880000000,2.06,Thailand
Atlas Technical Consultants,40040000,470000000,600000000,12.25,USA
Telephone and Data Systems,40000000,840000000,5400000000,7.53,USA
Hillman Solutions,39890000,1750000000,1480000000,9.02,USA
secunet,39640000,1690000000,230000000,262.75,Germany
Caledonia Mining,39630000,250000000,140000000,13.55,Jersey
Velo3D,39610000,360000000,95350000,1.92,USA
Qt Group,39600000,2390000000,160000000,94.13,Finland
Green Plains Partners,39580000,300000000,81440000,13.12,USA
Gulf Oil Lubricants,39560000,270000000,350000000,5.65,India
Team17,39480000,640000000,120000000,4.41,UK
IDFC,39420000,2110000000,18950000,1.32,India
Vicor,39360000,2420000000,400000000,54.88,USA
RE/MAX Holdings,39180000,560000000,340000000,18.38,USA
Community Financial Corporation,39170000,170000000,82510000,30,USA
Buenaventura Mining Company,39080000,1900000000,770000000,7.51,Peru
Huuuge,39050000,520000000,310000000,6.64,USA
Miller Industries,39020000,410000000,910000000,36.28,USA
LoveSac,39010000,360000000,650000000,23.8,USA
The Cheesecake Factory,38930000,1730000000,3300000000,33.75,USA
Criteo,38800000,1900000000,1950000000,33.85,France
Southern States Bancshares,38790000,190000000,85360000,22,USA
Newtek,38770000,400000000,100000000,16.58,USA
Rhön-Klinikum,38760000,960000000,1530000000,14.34,Germany
Phnom Penh Water Supply Authority,38710000,870000000,90960000,1.82,Cambodia
Akatsuki Inc,38660000,200000000,190000000,14.63,Japan
Farmers & Merchants Bancorp,38470000,300000000,100000000,22.67,USA
Progyny,38410000,3670000000,870000000,38.94,USA
BayCom (United Business Bank),38390000,220000000,100000000,18.53,USA
Southern Petrochemical Industries Corp,38320000,160000000,100000000,0.82,India
Plumas Bancorp,38300000,210000000,74630000,37.2,USA
Silvercorp Metals,38160000,500000000,210000000,2.83,Canada
Alpha & Omega Semiconductor,38040000,800000000,720000000,29.33,USA
Radico Khaitan,37700000,1950000000,380000000,14.64,India
Ranger Energy Services,37700000,260000000,640000000,10.6,USA
CSI Compressco,37640000,190000000,360000000,1.38,USA
C&F Financial Corporation,37590000,190000000,120000000,55.78,USA
Fever-Tree Drinks,37570000,1960000000,410000000,16.83,UK
Certara,37490000,2770000000,340000000,17.35,USA
Gannett,37420000,270000000,2860000000,1.87,USA
SilverCrest Metals,37360000,880000000,43510000,6.03,Canada
Pollux Properti Indonesia,37360000,100000000,22870000,0.01,Indonesia
Avient,37300000,3650000000,3760000000,40.15,USA
Synlait Milk,37170000,230000000,1040000000,1.06,New Zealand
Parken Sport (F.C. Copenhagen),37070000,140000000,180000000,15.35,Denmark
AFC Gamma,36950000,260000000,71540000,13.06,USA
MainStreet Bancshares,36900000,170000000,80570000,23.25,USA
V-Guard Industries,36890000,1340000000,500000000,3.11,India
Box,36840000,4320000000,990000000,29.84,USA
Marksans Pharma,36830000,490000000,220000000,1.1,India
OTC Markets Group,36820000,650000000,100000000,55.25,USA
Gateway Distriparks,36810000,440000000,170000000,0.9,India
Veris Residential,36770000,1710000000,320000000,17.04,USA
Soft-World International,36750000,400000000,200000000,3.3,Taiwan
FriendTimes,36700000,270000000,250000000,0.13,China
OPAL Fuels,36690000,1190000000,180000000,6.95,USA
Greene County Bancorp,36560000,520000000,74160000,30.78,USA
BSE,36490000,940000000,99600000,6.98,India
Central Valley Community Bancorp,36470000,180000000,86820000,15.62,USA
VRL Logistics,36390000,770000000,340000000,8.81,India
New Oriental,36340000,7180000000,2660000000,42.3,China
Investar Holding,36330000,110000000,100000000,11.31,USA
Performance Shipping,36300000,8570000,75170000,0.72,Greece
Kaveri Seed,36130000,340000000,130000000,6.24,India
AerSale,36120000,760000000,360000000,14.99,USA
Core Laboratories,36040000,1050000000,500000000,22.62,Netherlands
Enerpac Tool Group,36040000,1560000000,580000000,27.42,USA
Praj Industries,36010000,870000000,410000000,4.76,India
American Vanguard,35960000,500000000,600000000,17.07,USA
Sheela Foam,35920000,1410000000,380000000,14.49,India
Metrovacesa,35840000,1210000000,570000000,7.99,Spain
The Tinplate Company Of India,35790000,430000000,470000000,4.15,India
Brookdale Senior Living,35700000,760000000,2810000000,4.06,USA
Douglas Dynamics,35660000,700000000,590000000,30.46,USA
MSTC Limited,35600000,280000000,31330000,4.07,India
Greenlight Reinsurance,35440000,340000000,470000000,9.85,Cayman Islands
Northrim BanCorp,35380000,230000000,120000000,41.02,USA
Stagwell,35310000,3240000000,2660000000,7.59,USA
Giordano,35260000,450000000,430000000,0.28,Hong Kong
Badger Infrastructure Solutions,35080000,680000000,540000000,19.24,Canada
Kingsway Financial Services,34950000,230000000,110000000,8.74,Canada
Cera Sanitaryware,34800000,1240000000,210000000,95.76,India
Entegris,34800000,15940000000,3550000000,106.51,USA
NextGen Healthcare,34770000,1070000000,620000000,16.3,USA
Sunlight REIT,34640000,640000000,100000000,0.38,Hong Kong
BrightSpire Capital,34590000,870000000,370000000,6.7,USA
Western New England Bancorp,34580000,130000000,93000000,5.89,USA
Triterras,34560000,18280000,56670000,0.24,Singapore
STAAR Surgical,34480000,2540000000,290000000,52.61,USA
Sotherly Hotels,34480000,78560000,160000000,2.01,USA
GoPro,34450000,650000000,1090000000,4.2,USA
Bajaj Electricals,34430000,1720000000,640000000,14.97,India
Entra,34300000,1730000000,330000000,9.51,Norway
Safety Insurance,34160000,1090000000,800000000,73.33,USA
Mishra Dhatu Nigam,33940000,600000000,100000000,3.21,India
Hangzhou Electronic Soul Network Technology,33930000,1820000000,110000000,7.14,China
Atrion,33900000,960000000,170000000,546.12,USA
Timberland Bancorp,33800000,200000000,72740000,25.45,USA
LSI Industries,33690000,330000000,500000000,11.96,USA
UBM Development,33590000,230000000,140000000,31.75,Austria
Alamar Foods Company,33280000,880000000,270000000,34.52,S. Arabia
Maruzen,33090000,230000000,430000000,14.75,Japan
BEML,33080000,780000000,500000000,18.93,India
Dynamic Materials Corporation,32990000,310000000,690000000,15.87,USA
Pushpay Holdings,32950000,1000000000,150000000,0.88,New Zealand
Whitestone REIT,32950000,490000000,140000000,9.82,USA
LiveChat Software,32930000,810000000,58760000,31.72,Poland
KFin Technologies,32920000,750000000,88390000,4.44,India
Indian Telephone Industries,32870000,1270000000,220000000,1.32,India
Nathan's Famous,32830000,320000000,120000000,79.64,USA
Tredegar,32770000,200000000,930000000,6,USA
El Pollo Loco,32720000,350000000,470000000,9.93,USA
Lumentum,32700000,3970000000,1810000000,57.8,USA
PlayWay,32610000,650000000,56180000,98.84,Poland
Marvelous,32600000,280000000,190000000,4.78,Japan
TreeHouse Foods,32600000,2940000000,3960000000,52.26,USA
ECN Capital,32580000,540000000,240000000,2.22,Canada
Universal Health Realty Income Trust,32380000,660000000,91670000,48.47,USA
California BanCorp,32370000,120000000,81150000,15.02,USA
Chicago Atlantic Real Estate Finance,32290000,280000000,39940000,15.9,USA
Runway Growth Finance,32250000,480000000,42180000,11.98,USA
Scienjoy,32090000,140000000,280000000,3.58,China
Limoneira,31960000,280000000,180000000,15.58,USA
Vasta Platform,31780000,270000000,240000000,3.37,Brazil
CEAT,31780000,1020000000,1390000000,25.34,India
Lux Industries,31730000,550000000,280000000,18.44,India
Citizens & Northern Corp,31630000,320000000,100000000,21.01,USA
Aarti Drugs,31630000,520000000,330000000,5.67,India
Amber Enterprises India,31610000,870000000,720000000,25.96,India
Piramal Pharma,31610000,1360000000,440000000,1.15,India
John Wiley & Sons,31560000,1850000000,2030000000,33.46,USA
First Guaranty Bancshares,31350000,140000000,100000000,12.67,USA
Southern First Bancshares,31350000,210000000,100000000,26.55,USA
Marimekko,31330000,410000000,170000000,10.34,Finland
GigaCloud Technology,31160000,320000000,490000000,8.08,China
Franklin Street Properties,31120000,140000000,160000000,1.42,USA
Imperial Petroleum,31120000,70240000,97010000,4.32,Greece
Zumiez,31100000,280000000,950000000,14.56,USA
Expro Group,31090000,1810000000,1330000000,16.74,USA
Rovio Entertainment,31050000,760000000,320000000,10.03,Finland
Eastman Kodak Company,31000000,390000000,1200000000,5.04,USA
KSB ltd,30970000,910000000,230000000,26.23,India
Omega Flex,30950000,1080000000,120000000,107,USA
Entravision Communications,30910000,440000000,990000000,4.34,USA
Evans Bancorp,30890000,130000000,92730000,25.25,USA
Reservoir Media,30790000,400000000,120000000,6.24,USA
Codorus Valley Bancorp,30770000,190000000,94600000,20.11,USA
ProPetro,30660000,900000000,1420000000,7.87,USA
Karat Packaging,30530000,360000000,420000000,18.29,USA
Bassett Furniture,30500000,120000000,470000000,14.01,USA
Mirza International,30490000,87460000,250000000,0.63,India
Terveystalo,30480000,1170000000,1330000000,9.31,Finland
STRATEC,30420000,910000000,270000000,74.23,Germany
VIP Industries,30290000,1110000000,240000000,7.84,India
Alfen,30230000,1600000000,280000000,74.01,Netherlands
Silvercrest Asset Management Group,30180000,190000000,110000000,20.9,USA
Sihanoukville Autonomous Port,30120000,1450000000,84360000,3.24,Cambodia
Sapporo,30050000,2080000000,3370000000,26.75,Japan
Turning Point Brands,30040000,390000000,410000000,22.68,USA
Farmland Partners,30010000,660000000,59990000,12.46,USA
AdTheorent,29770000,120000000,160000000,1.47,USA
Virginia National Bankshares,29650000,160000000,66280000,30.21,USA
GEOX,29640000,240000000,960000000,0.98,Italy
Latham Group,29470000,380000000,690000000,3.35,USA
Sligro Food,29440000,760000000,2140000000,17.39,Netherlands
VA Tech Wabag,29410000,350000000,360000000,5.63,India
FIGS,29340000,1380000000,510000000,8.26,USA
Seanergy Maritime,29320000,83040000,120000000,4.15,Greece
FDC India,29220000,620000000,210000000,3.77,India
Voltamp Transformers,29200000,500000000,160000000,50.09,India
Converge Technology Solutions,29040000,520000000,1650000000,2.41,Canada
NAPCO Security Technologies,28980000,1330000000,160000000,36.27,USA
Information Services Group,28970000,280000000,290000000,5.85,USA
Wharf Holdings,28970000,6930000000,2310000000,2.27,Hong Kong
Heidelbergcement India,28970000,480000000,270000000,2.14,India
Barnes Group,28900000,2060000000,1280000000,40.9,USA
Sify,28840000,250000000,410000000,1.41,India
VersaBank,28820000,200000000,68250000,7.85,Canada
Aviat Networks,28790000,370000000,330000000,32.73,USA
CompX International,28760000,280000000,160000000,22.8,USA
Construction Partners,28750000,1730000000,1430000000,32.88,USA
ChemoMetec,28740000,1300000000,60150000,75.05,Denmark
Allied Motion Technologies,28710000,610000000,530000000,38.11,USA
Trisura Group,28680000,1300000000,390000000,28.55,Canada
AMTD Digital,28670000,1250000000,25090000,6.54,Hong Kong
FinWise Bancorp,28600000,110000000,80290000,9,USA
Suprajit Engineering,28540000,660000000,310000000,4.83,India
Bushiroad,28480000,430000000,340000000,6.47,Japan
GB Group (GBG),28440000,950000000,310000000,3.32,UK
Filatex India,28410000,210000000,540000000,0.49,India
Tidewater Renewables,28370000,200000000,57890000,6.04,Canada
Integral Ad Science,28310000,2730000000,420000000,17.64,USA
Enovis,28300000,3270000000,1590000000,60.17,USA
Hyster-Yale Materials Handling,28300000,880000000,3720000000,51.75,USA
Inmobiliaria Colonial,28290000,3380000000,380000000,6.28,Spain
Richardson Electronics,28280000,250000000,260000000,18.09,USA
Orient Cement,28260000,350000000,360000000,1.72,India
Jubilant Pharmova,28210000,780000000,760000000,4.93,India
SSP Group,28140000,2690000000,2440000000,3.38,UK
Anant Raj,27990000,660000000,110000000,2.04,India
Atoss,27950000,1890000000,98710000,232.65,Germany
Luxfer,27700000,440000000,420000000,16.11,UK
Hatsun Agro Products,27690000,2520000000,890000000,11.35,India
Multi Commodity Exchange,27670000,990000000,63290000,19.55,India
Cambium Networks,27670000,430000000,310000000,15.84,USA
Orange County Bancorp,27660000,180000000,94940000,33.4,USA
Cellebrite,27660000,1250000000,270000000,6.43,Israel
Bafang Yunji,27640000,410000000,220000000,6.27,Taiwan
Orrstown Financial Services,27620000,200000000,120000000,19.47,USA
Revenio,27580000,980000000,97020000,36.98,Finland
PTC Financial Services,27540000,150000000,100000000,0.24,India
LeMaitre Vascular,27510000,1480000000,160000000,66.86,USA
Sporting Clube de Portugal,27450000,57210000,81050000,0.83,Portugal
National Presto Industries,27420000,540000000,320000000,77.67,USA
Tetra Technologies,27360000,370000000,560000000,2.86,USA
Locaweb,27340000,1150000000,200000000,1.97,Brazil
Petropavlovsk,27180000,55500000,980000000,1.4,UK
Cosmo Pharmaceuticals,27180000,880000000,73690000,53.43,Ireland
Cigniti Technologies,27180000,280000000,200000000,10.59,India
World Acceptance Corporation,27140000,780000000,560000000,126.2,USA
Immersion Corporation,26960000,230000000,38460000,7.27,USA
Jindal Worldwide,26960000,830000000,280000000,4.13,India
Indoco Remedies,26880000,380000000,200000000,4.03,India
COLOPL,26780000,620000000,240000000,4.84,Japan
Saratoga Investment,26750000,310000000,36350000,26.68,USA
First Western Financial,26670000,170000000,110000000,18.5,USA
LCNB,26520000,160000000,71170000,15.01,USA
Santen Pharmaceutical,26440000,3280000000,2030000000,8.75,Japan
Action Construction Equipment,26300000,690000000,250000000,5.86,India
Chuy's,26300000,720000000,430000000,40.08,USA
Patrizia Immobilien,26190000,900000000,360000000,10.56,Germany
JBM Auto,26120000,1410000000,450000000,11.99,India
Appen,26000000,300000000,320000000,1.95,Australia
Relaxo Footwear,25830000,2800000000,340000000,11.27,India
Insulet,25800000,19820000000,1360000000,284.5,USA
Campus Activewear,25650000,1200000000,190000000,3.93,India
NVE Corporation,25640000,420000000,38250000,88.01,USA
Hanover Bancorp,25530000,120000000,67420000,17.44,USA
Inspired Entertainment,25500000,380000000,280000000,14.49,USA
ESSA Bancorp,25370000,160000000,70920000,15.71,USA
Corby Spirit and Wine,25340000,290000000,120000000,10.49,Canada
Automotive Axles,25250000,410000000,260000000,27.44,India
Ourpalm,25250000,2490000000,160000000,0.91,China
IBEX,25240000,390000000,520000000,21.48,USA
EngageSmart,25230000,3020000000,320000000,18.12,USA
CGN Mining Company,25200000,870000000,490000000,0.12,Hong Kong
Altus Group,25190000,1610000000,560000000,35.64,Canada
Zeal Network,25040000,800000000,100000000,37.33,Germany
Fire Rock,24990000,270000000,32740000,0.07,China
Barings BDC,24960000,830000000,35160000,7.73,USA
Endeavour Silver,24940000,560000000,210000000,2.96,Canada
Kiniksa Pharmaceuticals,24940000,1080000000,230000000,15.56,Bermuda
Limestone Bancorp,24920000,170000000,56730000,23.42,USA
Tupperware Brands,24800000,40520000,1300000000,0.91,USA
Hyderabad Industries Limited,24760000,290000000,440000000,38.48,India
Shenzhen Bingchuan Network,24720000,1850000000,300000000,8.11,China
MediaAlpha,24650000,570000000,420000000,9.56,USA
Ingersoll Rand India,24590000,1110000000,130000000,35.43,India
Kuantum Papers,24560000,180000000,150000000,2.08,India
Cloetta,24510000,520000000,690000000,1.85,Sweden
Bandwidth,24420000,350000000,570000000,13.75,USA
Ellington Financial,24310000,900000000,110000000,13.52,USA
Computer Programs and Systems,24270000,360000000,320000000,24.81,USA
Clipper Realty,24170000,230000000,130000000,5.48,USA
Braemar Hotels & Resorts,24100000,330000000,720000000,3.92,USA
FormFactor,24020000,2330000000,710000000,30.3,USA
First Internet Bancorp,23960000,130000000,100000000,14.68,USA
Liquidity Services,23910000,470000000,290000000,15.61,USA
Investors Title Company,23870000,250000000,260000000,137,USA
Artesian Resources,23870000,500000000,98890000,49.32,USA
Value Line,23820000,430000000,40100000,45.7,USA
Ashford Inc,23770000,32670000,690000000,10.22,USA
Pacific Century Regional Developments,23740000,710000000,12840000,0.27,Singapore
SLR Investment,23700000,780000000,32700000,14.38,USA
CECO Environmental,23680000,450000000,420000000,13.17,USA
Riverview Bancorp,23670000,110000000,63800000,5.19,USA
Xponential Fitness,23670000,1410000000,260000000,28.08,USA
Hindustan Sanitaryware & Industries,23590000,240000000,180000000,3.77,India
Addiko Bank,23550000,260000000,280000000,13.3,Austria
Prakash Industries,23310000,140000000,450000000,0.81,India
Monte Carlo Fashions,23290000,200000000,120000000,10,India
Third Coast Bancshares,23160000,230000000,120000000,17.06,USA
u-blox,23060000,920000000,450000000,131.31,Switzerland
Penns Woods Bancorp,23060000,180000000,67780000,26.85,USA
China Automotive Systems,23030000,140000000,520000000,4.84,China
ProPhase Labs,22900000,120000000,120000000,7.31,USA
National Healthcare,22900000,940000000,1070000000,61.78,USA
Community Healthcare Trust,22900000,900000000,100000000,34.28,USA
Pizza Pizza,22840000,360000000,24300000,11.24,Canada
